"","x"
"1596","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1597","Choose wisely  Mr   Modi          "
"1598","   It s all coming apart   the false bravado  the fake strenght  that mirage of a tight ship   crumbling  RBIGovernor  Ur "
"1599"," CHORI in broad daylight  30000000000000  rbi reserves AND wanting fin min to PRINT  rupee notes  "
"1600","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1601","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1602","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1603","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1604","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1605","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1606","   This is huge     RBI governor  UrjitPatel steps down  This is just weeks after the recent  RBIvsGovt spat and days before "
"1607","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1608"," I am anti BJP and i feel the same  There is sudden panic in the other camp wheras  Modi  "
"1609","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1610","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1611","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1612","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1613","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1614","   Huge victory for  Modi Government   Looter  losses case in  London India winning continously in extradition  First   C "
"1615","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1616","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1617","     modi watch his full video  Chhappan did nt answer the quest with satisfactory  he know the question but he has No "
"1618","    India is now trading with Japan  Russia  Iran  UAE in Indian  rupee  India is also negotiating with China  Iraq  SK  "
"1619","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1620","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1621","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1622","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1623"," Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1624","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1625","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1626","   Roti  Kapda  Sadak  Bijli   every Government provides  The BJP Govt came into power with a Slogan of Sabka Saath Sabka Vikas  "
"1627","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1628","With the likely installation of a political lackey to follow   Modi govt s demolition of every independent Indian i  "
"1629","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1630","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1631","   What  Modi has done to make  India  a better place   ModiFor2019 "
"1632","   After Demonetisation  Urijit Patel was derided as  Modi s lackey  Now the very same learned commentators and analysts who "
"1633","        STATED intention gurumurth  "
"1634","Hail  India   Indians and  Modi for  IndiaGetsMallya  must disclose the reasons  links to defrauding Indians in general "
"1635","LIVE    Decision to extradite  Mallya is based on evidence as well as a resurgent  effective and robust willpower o  "
"1636","  Modi s opponent think  Modi can game  WorldBank  influence  British courts and govt whereas  Modi s support  "
"1637","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1638","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1639","   Now  Professionals who have Votes for  in CG MP and Rajasthan became  Chuthiyas Don t try to degrade  Modi    "
"1640","It s all coming apart   the false bravado  the fake strenght  that mirage of a tight ship   crumbling  RBIGovernor  "
"1641","   Jumla Man  Modi is destroying  RBI and will destroy  India     ModiDestroysRBI"
"1642","   2 Talented  BJP   Modi   Shah     "
"1643","   The Global Rise of  Fascism   Capitalism End Game    By Gilbert Mercier  via  "
"1644"," MODI Sushma swaraj refuses to fight elections  RBI governor resigns before term  not many know who is our election  "
"1645","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1646","         modi gov UNELECTED arun  "
"1647","   Now  Professionals who have Votes for  in CG MP and Rajasthan became  Chuthiyas Don t try to degrade  Modi    "
"1648","   Huge victory for  Modi Government   Looter  losses case in  London India winning continously in extradition  First   C "
"1649","   Every Congress party supporter  every one who cares for a civilised political discourse  please tell everyone you know about "
"1650","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1651","   History is not flipping  The Prime Minister is unaware that history is created  Congress is  History   Modi  s Low Profile "
"1652","    RBIGovernor resigns   CBI Chief leaves   modi govt trying to destroy autonomous institution of India  wake up India now i "
"1653"," IndiaGetsMallya Celebrations in India as  Modi gets Mallya    UK Supreme Court Verdict on Mallya to handover to In  "
"1654","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1655","   I feel sad for BJP bhakts  leaders  We guys can switch channels when he hear  Modi s subprime gibberish  but they have to si "
"1656"," Pappu s  RaagDarbari  on  talks of  alleged  intellectuals on panel  Who is he  One who predic  "
"1657","   Jumla Man  Modi is destroying  RBI and will destroy  India     ModiDestroysRBI"
"1658","   Dear Rajasthan   Tomorrow  11 Dec we r going 2 face result of assembly elections  Though  ExitPolls say Congress will "
"1659","The resignation of  UrjitPatel from the position of   RBIGovernor  citing  personal reasons  and a rift between  "
"1660","   Now  Professionals who have Votes for  in CG MP and Rajasthan became  Chuthiyas Don t try to degrade  Modi    "
"1661","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1662","   Now  Professionals who have Votes for  in CG MP and Rajasthan became  Chuthiyas Don t try to degrade  Modi    "
"1663","   Now  Professionals who have Votes for  in CG MP and Rajasthan became  Chuthiyas Don t try to degrade  Modi    "
"1664","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1665","   Should I milk Mallya s extradition                           Or  Should I cry on RBI Gov s resignation                                 "
"1666","        all  Indja ns should be co  "
"1667","   Should I milk Mallya s extradition                           Or  Should I cry on RBI Gov s resignation                                 "
"1668","Now  Professionals who have Votes for  in CG MP and Rajasthan became  Chuthiyas Don t try to degrade  Modi  "
"1669","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"1670","   Should I milk Mallya s extradition                           Or  Should I cry on RBI Gov s resignation                                 "
"1671","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1672","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1673","   Huge victory for  Modi Government   Looter  losses case in  London India winning continously in extradition  First   C "
"1674","   Should I milk Mallya s extradition                           Or  Should I cry on RBI Gov s resignation                                 "
"1675","Should I milk Mallya s extradition                           Or  Should I cry on RBI Gov s resignation   "
"1676","    RBIGovernor resigns   CBI Chief leaves   modi govt trying to destroy autonomous institution of India  wake up India now i "
"1677"," Verdict2018 2morow is the verdict day  Even if  Cong gains 2morow  still  Modi will be in the driver seat in 2019  "
"1678","  modi watch his full video  Chhappan did nt answer the quest with satisfactory  he know the question but h  "
"1679","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1680","    RBIGovernor resigns   CBI Chief leaves   modi govt trying to destroy autonomous institution of India  wake up India now i "
"1681","    RBIGovernor resigns   CBI Chief leaves   modi govt trying to destroy autonomous institution of India  wake up India now i "
"1682","    RBIGovernor resigns   CBI Chief leaves   modi govt trying to destroy autonomous institution of India  wake up India now i "
"1683","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1684","    RBIGovernor resigns   CBI Chief leaves   modi govt trying to destroy autonomous institution of India  wake up India now i "
"1685","    India election 2014  Here is the  BJP s Priti  Gandhi pushing fake  Assange  Modi endorsement to 40k people "
"1686","    RBIGovernor resigns   CBI Chief leaves   modi govt trying to destroy autonomous institution of India  wake up India now i "
"1687","    Modi s repugnant  crude and cheap remarks against Mrs Sonia Gandhi is hardly surprising  He once called her a Jersey cow  H "
"1688","    RBIGovernor resigns   CBI Chief leaves   modi govt trying to destroy autonomous institution of India  wake up India now i "
"1689"," Sir I pray again with you once again that you once read my tweets  And after reading my tweets  you  "
"1690","    RBIGovernor resigns   CBI Chief leaves   modi govt trying to destroy autonomous institution of India  wake up India now i "
"1691","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1692","   With most of  Modi s lofty economic goals still unmet   India s young workforce is turning away from the  BJP  Instead of "
"1693","   If  loses any of 3 states Rajasthan  MP  Chhattisgarh   Then Seculars  amp  liberals will say  ITS THE END OF  Mo "
"1694","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1695","One senior army men whose closely indulged with the   Surgical strike   said that it was politicised very much  amp  wa  "
"1696","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1697","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1698"," ModiGetsMallya will  VijayMallya help  Modi to win  2019Elections and become the next Rajya Sabha MP from BJP    A wild guess "
"1699","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1700","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1701"," RBIGovernor resigns   CBI Chief leaves   modi govt trying to destroy autonomous institution of India  wake up Indi  "
"1702","Losing election in 5 states  gives PENSION SOP to government employees   Modi do you think employees a  "
"1703","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1704","   Attacking the  Modi govt for destroying several institutions of the democracy  ignoring farmers and youth unrest and reducing "
"1705","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1706","      15m Gov   Patel resigns as head of the  "
"1707","   Were GDP growth rates higher during  UPA years than in the last three years of the  Modi government  Yes  say economic indica "
"1708","Should I milk Mallya s extradition                           Or  Should I cry on RBI Gov s resignation   "
"1709","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1710","Should I milk Mallya s extradition                           Or  Should I cry on RBI Gov s resignation   "
"1711","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1712","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1713","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1714","The new  CEA  KrishnamurthySubramanian might be the reason for  UrjitPatel to resign as  RBI  RBIGovernor   Thanks  "
"1715","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1716","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1717"," UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to re  "
"1718","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1719","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1720","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1721"," Did you winked at  Modi on the eve of  ElectionResults2018"
"1722","    ModiGetsMallya It s  Modi effecte                          "
"1723","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1724","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1725","Should I milk Mallya s extradition                           Or  Should I cry on RBI Gov s resignation   "
"1726","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1727","   Every Congress party supporter  every one who cares for a civilised political discourse  please tell everyone you know about "
"1728"," JustAsking    How much money  Antariksham9000kmph can collect            "
"1729","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1730","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1731","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1732","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1733","The reality about  Modi as described by himself   ChowkidaarHiChorHai  chowkidarchorhai  Chor  UrjitStepsDown  "
"1734","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1735","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1736","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1737","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1738","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1739","Truth   Modi GOBARnance "
"1740","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1741","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1742","  Governor Dr  Urjit Patel Resigned under duress  strongly protesting against anti people  "
"1743","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1744","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1745","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1746","   First  Congress cried   UrjitPatel is  Modi s man   Again they are crying now also    Urjit Patel a good man but Modi hounded "
"1747","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1748","First  Congress cried   UrjitPatel is  Modi s man   Again they are crying now also    Urjit Patel a good man but Mo  "
"1749","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1750","   Striking similarities between aggressive male authoritarian leaders   Trump and  Modi  Everything centralised in  India PM "
"1751","   Jumla Man  Modi is destroying  RBI and will destroy  India     ModiDestroysRBI"
"1752"," Will miss you too Modi Ji  few more months   modi  BJP              "
"1753"," Today  TPCC and  TPYC carried out a  protest rally at  Agartala  demanding apologies from PM  Modi for his filthy  "
"1754"," Wired way saying  modi had any governance and development done in last 4 yrs  his silence key social  "
"1755","   What  Modi has done to make  India  a better place   ModiFor2019 "
"1756","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1757","   PM  Modi had announced that he would provide Electricity for All   Now that the deadline is near  amp  no work has been done  "
"1758"," bjp  modi  government  repayingthemoney lend  frombanks  power  vijaymallaya  kingfisher   "
"1759","sometimes I just wonder why one gujrati is not backing up other gujrati  things are not going smooth as they used to be  modi  urjitpatel"
"1760","       dkodingnewsline    dkoding    urijitpatel   rbi    modi DKODING   RBI Governor resigns for   "
"1761","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1762","Striking similarities between aggressive male authoritarian leaders   Trump and  Modi  Everything centralised in  "
"1763","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1764","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1765","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1766","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1767","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1768"," Brace for another  Modi disaster coming  ModiattacksRBI"
"1769","Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  "
"1770","What  Modi has done to make  India  a better place   ModiFor2019 "
"1771","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1772","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1773","   Opposition slammed the  Modi government soon after  RBI Governor  UrjitPatel resigned from his post  "
"1774","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1775","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1776","Opposition slammed the  Modi government soon after  RBI Governor  UrjitPatel resigned from his post  "
"1777","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1778","   After  CBI  amp   RBI heads now time for  MODI to leave    2019"
"1779","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1780","    IndiaGetsMallya  ChristianMichel  INC  Raga Beware  It is  at Delhi  Offenders promoted during  UPA regime "
"1781","       dkodingnewsline    dkoding    urijitpatel   rbi    modi DKODING   RBI Governor resigns for   "
"1782","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"1783","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1784","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1785","   Big win for   s international diplomacy British Court gives approval of  VijayMallya  s extradition After  C "
"1786","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1787","   PM  Modi loves to refer to himself as a Chaiwala   But he has ignored the Tea Growers of Assam since 2014  going back on hi "
"1788","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1789","  Jumla Man  Modi Bhakts  and  NDA will take this as a boost   not entire  India  "
"1790","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1791","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1792","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1793","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1794"," IndiaGetsMallya  ChristianMichel  INC  Raga Beware  It is  at Delhi  Offenders promoted during  UPA r  "
"1795"," then wt about  modi gets mallaya  yuh dont talk abt this ur big hypocrites  ur scamgress is dynasty pa  "
"1796","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1797","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1798"," Ye to baar baar repeat karo    Modi Gets Malya   Modi Gets Malya   Modi Gets Malya   Modi Gets Malya  "
"1799","   This clearly shows  Modi  amp   BJP are anti  women  amp  insults them with derogatory comments   "
"1800","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1801","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1802","   Corrupt  gets honest  VijayMallya  ChristianMichael  Next he is planning to harass  NiravModi  RobertVadra  W "
"1803","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1804","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1805","Hilarious Video   On  Modi "
"1806","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"1807","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1808","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1809","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1810","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1811","Malaya is coming to give money to rbi governer  But  patel only step down from highly stature post because  modi as  "
"1812","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1813","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1814","Only  Modi government and bhakts can do this  Humiliation in a cordial atmosphere   ModiDestroysRBI  UrjitPatel  "
"1815","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1816","   Sahee Pakde Hain    But then Chaturvedi  Aunty hates  Modi  Period              "
"1817","    Modi s repugnant  crude and cheap remarks against Mrs Sonia Gandhi is hardly surprising  He once called her a Jersey cow  H "
"1818"," Basically he has left the vault open  This phase will also pass like  Demonetisation what worrying is  "
"1819"," VijayMallya  s extradition is a very significant development in India s fight against corruption  Credit for this  "
"1820","       dkodingnewsline    dkoding    urijitpatel   rbi    modi DKODING   RBI Governor resigns for   "
"1821","Shame on the left see Leftists and sold Media who are pouncing on  for the  Widow comment  This video  "
"1822","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"1823","Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  "
"1824","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1825","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1826","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1827","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1828","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1829","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1830","    Modi is incorruptible is proved There s no reason 2 disbelieve in it There s no reason 2 believe opposition s allegation "
"1831","    India is now trading with Japan  Russia  Iran  UAE in Indian  rupee  India is also negotiating with China  Iraq  SK  "
"1832","    Some where astrological theory  Michael   Mallya   modi  nirav   me  "
"1833","       dkodingnewsline    dkoding    urijitpatel   rbi    modi DKODING   RBI Governor resigns for   "
"1834","Corrupt  gets honest  VijayMallya  ChristianMichael  Next he is planning to harass  NiravModi  "
"1835","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1836","The  vidhva comment of the Prime Minister  Modi is the lowest form of political discourse  Absolutely shameful "
"1837"," Where is the country leading to      Modi will not take any action on such goons   "
"1838","   After  CBI  amp   RBI heads now time for  MODI to leave    2019"
"1839","This Hindutva gang is a blot on Hinduism   The young  educated   with real degrees   amp  rational thinking India will  "
"1840","The biggest problem with such a rainbow coalition is that there would be too many PM contenders  Would be another f  "
"1841","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1842","   Modi govt put Indian economy in trouble and now to escape from this  UrjitPatel  RBIGovernor resigned  What is happening in "
"1843","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1844","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1845","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1846","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1847","   Jumla Man  Modi is destroying  RBI and will destroy  India     ModiDestroysRBI"
"1848","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1849","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1850","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1851","    BreakingNews  Mrs  Pallavi Joshi Agnihotri has been appointed the New RBI Governor by His Excellency  The Great  Jhol "
"1852","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1853","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1854","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1855","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1856","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1857","   Big win for   s international diplomacy British Court gives approval of  VijayMallya  s extradition After  C "
"1858","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1859","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1860","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1861","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1862","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1863","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1864","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1865","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1866","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1867","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1868","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1869","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1870","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1871","   After  CBI  amp   RBI heads now time for  MODI to leave    2019"
"1872","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1873","  This is how Congress spreads  FakeNews to malign  Modi  amp  later deletes the tweet when captur  "
"1874","   Big win for   s international diplomacy British Court gives approval of  VijayMallya  s extradition After  C "
"1875","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1876","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1877","   Jumla Man  Modi is destroying  RBI and will destroy  India     ModiDestroysRBI"
"1878","   Jumla Man  Modi is destroying  RBI and will destroy  India     ModiDestroysRBI"
"1879","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1880","    Modi is incorruptible is proved There s no reason 2 disbelieve in it There s no reason 2 believe opposition s allegation "
"1881","The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitPatel resigns"
"1882","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1883","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1884","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1885","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1886","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1887"," Election loser    VijayMallya was an BJP MP  fled under  nda rule   still blame on UPA    You may even blame  "
