"","x"
"1506","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1507","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1508"," RahulGandhi how about calling out your betenoir on this  "
"1509"," These days  he is more busy predicting the  coming up of a new Messiah  RahulGandhi   Results2018"
"1510","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1511","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1512","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1513","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1514","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1515","   Will Jeneaudhari Shiv Bhakt  RahulGandhi s prayers be answered today  Put on your seat belts for what promises to be a rol "
"1516","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1517","   Who is going to win in  Telangana     TelanganaElection2018  TelanganaExitPolls  KCR100Lies  KCR  KTR  askktr  ncbn  re "
"1518","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1519","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1520","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1521","   Who is going to win in  Telangana     TelanganaElection2018  TelanganaExitPolls  KCR100Lies  KCR  KTR  askktr  ncbn  re "
"1522","Why  VijayMallya s extradition order a victory  asks  RahulGandhi   "
"1523","Will Jeneaudhari Shiv Bhakt  RahulGandhi s prayers be answered today  Put on your seat belts for what promises to b  "
"1524","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1525","   Five states  one mission  Can the  BJP reduce  Congress  footprint further  Will the  RahulGandhi led   steal  "
"1526","Big Day Tuesday  Will the  AmitShah magic continue or  RahulGandhi will have the last laugh    Rajasthan  "
"1527","   Congress president  RahulGandhi has written to Punjab CM  AmarinderSingh  urging his govt to pass a resolution calling on the "
"1528","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1529","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1530","   Congress president  RahulGandhi has written to Punjab CM  AmarinderSingh  urging his govt to pass a resolution calling on the "
"1531","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1532"," ModiGetsMallya in my opinion is all set plan by modi s  BJP the plan execution already started by  MallyaVerdict s  "
"1533"," RahulGandhi  Sir  thanks lot for telling so much about  PM of  India Modi  All Negatiive  Please explanation about  "
"1534","   Certificate from Chaalis Chor Gang  for Mallya   ModiGetsMallya  RahulGandhi  RahulChaprasi "
"1535","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1536","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1537","   PM  NarendraModi used surgical strikes for  political capital   says  RahulGandhi  "
"1538","   Congress president  RahulGandhi has written to Punjab CM  AmarinderSingh  urging his govt to pass a resolution calling on the "
"1539","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1540","do you want to buy dog  get 1 certified from  RahulGandhi"
"1541","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1542","Two CHORS in a single frame  Cho chweet  Will Mallya reveal his connections with the Congress Party   RahulGandhi  "
"1543","   Rahul Gandhi to overtake Narendra Modi by 11  in popularity by Lok Sabha elections 2019   RahulGandhi  NarendraModi "
"1544","   Each amp every institution across country is being attacked amp Congress  amp Opposition is against these attacks  In 2019 we ll stop only "
"1545","Certificate from Chaalis Chor Gang  for Mallya   ModiGetsMallya  RahulGandhi  RahulChaprasi "
"1546","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1547","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1548","   Who is going to win in  Telangana     TelanganaElection2018  TelanganaExitPolls  KCR100Lies  KCR  KTR  askktr  ncbn  re "
"1549","   Who is going to win in  Telangana     TelanganaElection2018  TelanganaExitPolls  KCR100Lies  KCR  KTR  askktr  ncbn  re "
"1550","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1551","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1552","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1553","     Not surprising  people already get the sense   on which way  wind is blowing   If  tomorrow   El "
"1554","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1555"," sambitpatra  RahulGandhi  ArvindKejriwal Yes indeed  Mr  Patel is a great professional and we will miss him  Modi  "
"1556","   Congress president  RahulGandhi has written to Punjab CM  AmarinderSingh  urging his govt to pass a resolution calling on the "
"1557","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1558","Why Vijay Mallya s extradition order a victory  asks  RahulGandhi   VijayMallya  "
"1559"," RahulGandhi The best ever President of Congress  vanguard of Freedom Fighters  Enthusiastic and nonstop and always  "
"1560","    RahulGandhi would be peacefully sleeping now whereas our  PM Shri  NarendraModi would have a sleepless anxious and te "
"1561","    RahulGandhi would be peacefully sleeping now whereas our  PM Shri  NarendraModi would have a sleepless anxious and te "
"1562"," RahulGandhi would be peacefully sleeping now whereas our  PM Shri  NarendraModi would have a sleepless anxious and  "
"1563","   Five states  one mission  Can the  BJP reduce  Congress  footprint further  Will the  RahulGandhi led   steal  "
"1564","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1565","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1566"," RahulGandhi does not bank a c  sources"
"1567"," I think Congress party was the one who opposed the selection of cbi and rbi cheifs   it was URS party  "
"1568","  Such a strong opposition under the able leadership of Shri   The people of India  "
"1569","    RBIGuvQuits   The Congress dubbed  RBIGovernor  UrjitPatel s resignation as a blot on India s monetary and banking system  al "
"1570","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1571"," RahulGandhi on RBI crisis  "
"1572","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1573","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1574","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1575","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1576","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1577","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1578","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1579","6 am  Cant wait   CongressIsWinning   RahulGandhi   Sachinpilot  ashokghalot   Jyotiraditya  kamalnath  "
"1580","Watch  Pappu  RahulGandhi  s  RaagDarbari  drink alcohol on national TV n debate This is l  "
"1581","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1582","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1583","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1584","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1585","Today gave letter to the government officials for Asangatit Kamgaar  Congress  RahulGandhi "
"1586","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1587","   Next CM of Madhya Pradesh Shri  Ji               nextcmofmp  jyotiradityascindia  mpcongress  congress  indiannationalcongr "
"1588","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI govern "
"1589","Next CM of Madhya Pradesh Shri  Ji               nextcmofmp  jyotiradityascindia  mpcongress  congress  "
"1590","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1591","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1592","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1593","    AkshayKumar Vs  RahulGandhi Funny Conversation Mashup   Hindi Mashup  via "
"1594"," AkshayKumar Vs  RahulGandhi Funny Conversation Mashup   Hindi Mashup  via "
"1595","BJP drags Rahul Gandhi into corruption row  calls him  Alibaba   BJP  RahulGandhi  corruptionrow  Alibaba  ED  "
"1596","Bihar government can follow at least   in  WestBengal   ASHA workers are getting a monthly honorariu  "
"1597","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1598","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1599","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1600","    NarendraModi  Thank you  for everything   PM hates  NehruGandhiDynasty    BJP   india 6th largest econom "
"1601","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1602","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1603","   Rahul Gandhi to overtake Narendra Modi by 11  in popularity by Lok Sabha elections 2019   RahulGandhi  NarendraModi "
"1604","   Five states  one mission  Can the  BJP reduce  Congress  footprint further  Will the  RahulGandhi led   steal  "
"1605","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1606","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1607","Stupid lady on  MallyaExtradition   This will happen when you take a loan of 1000 crores with the surety of 200 cro  "
"1608","   Five states  one mission  Can the  BJP reduce  Congress  footprint further  Will the  RahulGandhi led   steal  "
"1609","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1610","   Five states  one mission  Can the  BJP reduce  Congress  footprint further  Will the  RahulGandhi led   steal  "
"1611","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1612","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1613","   Five states  one mission  Can the  BJP reduce  Congress  footprint further  Will the  RahulGandhi led   steal  "
"1614","Five states  one mission  Can the  BJP reduce  Congress  footprint further  Will the  RahulGandhi led   st  "
"1615","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1616","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1617","Meanwhile  after   s extradition to India  Can you Here this video with image                                                    "
"1618","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1619","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1620","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1621","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1622","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1623","  what a shame   Dub maro   RahulGandhi "
"1624","   Major General Shabeg Singh who joined Damdami Taksal as military adviser resulted in Blue Star operation  By hobnobbing "
"1625","     Next Pm  RahulGandhi"
"1626","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1627","  Next Pm  RahulGandhi"
"1628","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1629","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1630","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1631","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1632","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1633","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1634","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1635","    NarendraModi  Thank you  for everything   PM hates  NehruGandhiDynasty    BJP   india 6th largest econom "
"1636","   Each amp every institution across country is being attacked amp Congress  amp Opposition is against these attacks  In 2019 we ll stop only "
"1637","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1638","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1639","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1640","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1641","Lord we pray that your will alone be fulfilled    5stateelections  BJP   Congress   RahulGandhi   AmitShah  "
"1642","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1643","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1644","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1645","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1646","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1647","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1648","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1649","Who will be his Brutus   RahulGandhi  balikabakra  pappubakra "
"1650","   Each amp every institution across country is being attacked amp Congress  amp Opposition is against these attacks  In 2019 we ll stop only "
"1651","   Rahul Gandhi to overtake Narendra Modi by 11  in popularity by Lok Sabha elections 2019   RahulGandhi  NarendraModi "
"1652","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1653","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1654","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1655","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1656","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1657","Patel s resignation to protect RBI  Rahul  Congress  RBIGuvQuits  UrjitStepsDown  UrjitPatelresigns  RBIGovernor  "
"1658","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1659","Sachin Pilot took a vow to wear the Rajasthani Safa by himself only after Congress gets back on winning track Will  "
"1660","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1661","   Congress president  RahulGandhi has written to Punjab CM  AmarinderSingh  urging his govt to pass a resolution calling on the "
"1662","   With the RBI Governor s resignation one more independent institution has fallen  The BJP has demolished every temple of m "
"1663","        Well he shou  "
"1664","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1665","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1666"," RahulGandhi has paid more than rs 137 as incometax"
"1667","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1668","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1669"," RahulGandhi  ashokghalot  UrjitPatelresigns  trendingtopic  Urjit Patel governor RBI v  Well deserved unceremonial  "
"1670","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1671","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1672","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1673","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1674","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1675","there is ice cream shop near  RahulGandhi farm house "
"1676"," Now  will try to stall   VijayMallya  s extradition till  GenElection2019 assuring  Mallya  n  "
"1677","Sitting on knee is namaz pose  Whatever happened to good old Vajrasana   YogiAdityanath  RahulGandhi "
"1678","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1679","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1680","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1681","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1682","VOTE who wl b nxt  RBIGovernor    AI  BiggBoss12  BB12  India  love  jobs  job  tech  AUSvIND  AdchiThooku  "
"1683","Indian economy is officially in a slow down  next two quarters will to be slower still  This  when the global econo  "
"1684","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1685","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1686","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1687","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1688","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1689","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1690","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1691","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1692","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1693","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1694","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1695","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1696","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1697","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1698","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1699","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1700","   Rahul Gandhi to overtake Narendra Modi by 11  in popularity by Lok Sabha elections 2019   RahulGandhi  NarendraModi "
"1701"," kejriwal does not give any concession in BIJLI BILL to  RahulGandhi because he has farm house"
"1702","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1703","   Facing probe by  UPA govt  Jignesh Shah s firm rented farmhouse owned by  RahulGandhi  Priyanka    CongressIsCancer ht "
"1704","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1705","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1706","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1707","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1708","   Each amp every institution across country is being attacked amp Congress  amp Opposition is against these attacks  In 2019 we ll stop only "
"1709","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1710","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1711","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1712","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1713","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1714","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1715","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1716","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1717","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1718","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1719","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI govern "
"1720","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1721","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1722","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1723","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1724","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1725"," in  Gujarat  Petrol  is 67 ltr and in  Punjab  it s 76 what s the reason Mr  RahulGandhi and  "
"1726","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1727","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1728","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1729","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1730","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1731","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1732","   After Christian Michel and Vijay Mallya   is Robert Vadra next in line      RobertVadra  RahulGandhi  KhaandhaniChorRahul  "
"1733","   Rahul Gandhi to overtake Narendra Modi by 11  in popularity by Lok Sabha elections 2019   RahulGandhi  NarendraModi "
"1734","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1735","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1736","            "
"1737","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1738","    WATCH   In this episode of  PureDesi   finds people of  Rajasthan dismissive of  Congress president  RahulGa "
"1739","   Rahul Gandhi to overtake Narendra Modi by 11  in popularity by Lok Sabha elections 2019   RahulGandhi  NarendraModi "
"1740","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1741","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1742","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1743","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1744","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1745","   Rahul Gandhi to overtake Narendra Modi by 11  in popularity by Lok Sabha elections 2019   RahulGandhi  NarendraModi "
"1746","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1747","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1748","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1749","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1750","            "
"1751"," Elections are over but whatever feeded will repeat whether he is  RahulGandhi or  MMS ji"
"1752","   Thank u Shri Stalin  amp  senior members of the DMK    SoniaGandhi  RahulGandhi   10 Janpath "
"1753","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1754","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1755","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1756","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1757","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1758","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1759","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1760","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1761","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1762","            "
"1763","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1764","         "
"1765","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1766","    RahulGandhi ji appeal to Voters   Your future is with  and     "
"1767","   A day before the crucial opposition meeting in Delhi   DMK president M K Stalin met  Congress chief  RahulGandhi and UPA chai "
"1768","    The  RBI governor has resigned because he wanted to protect the institution    RahulGandhi said after the  OppositionMeet    "
"1769","   Who is going to win in  Telangana     TelanganaElection2018  TelanganaExitPolls  KCR100Lies  KCR  KTR  askktr  ncbn  re "
"1770","   Can any one educate me that what is forcing most senior seasoned  amp  experienced politicians from across political spectrum "
"1771","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1772","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1773","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1774","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1775","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"1776","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"1777","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1778","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1779","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
"1780","With the RBI Governor s resignation one more independent institution has fallen  The BJP has demolished every templ  "
"1781","    blamed  ji fr  Mallya running away frm India    Today aftr  MallyaVerdict    RahulGandhi hs "
"1782","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"1783","   3 Big Achievements of My 2 6 Year Journey of Twitter    1 On 4th May 2017 Honoured to b Followed by PM  ji "
