"","x"
"1615","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1616","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1617","    India election 2014  Here is the  BJP s Priti  Gandhi pushing fake  Assange  Modi endorsement to 40k people "
"1618","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1619","Have  MadhyaPradesh voters given a decisive verdict or is it going to be a hung assembly  Is this the return of  "
"1620","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1621","I hope the  Modi fever of 2013 is over and hopefully now Indians have seen his work and the mistake isn t repeated again in 2019 "
"1622","         "
"1623","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1624","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1625","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1626","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1627","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1628","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1629","  Modi presented New  Dimensions in  Politics and whatever  dicision his going take will benefit  "
"1630","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1631","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1632","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1633","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1634","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1635","   This clearly shows  Modi  amp   BJP are anti  women  amp  insults them with derogatory comments   "
"1636","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1637","    India is now trading with Japan  Russia  Iran  UAE in Indian  rupee  India is also negotiating with China  Iraq  SK  "
"1638","   When  FakeDegree Leaders dictate  amp  irritate                         Educated Elites like  RBIGovernor  Rajan or  Patel give up  Where re  AndhBh "
"1639","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1640","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1641","    VijayMallya  s extradition is a very significant development in India s fight against corruption  Credit for this goes en "
"1642","       Some where astrological theory  Michael   Mallya   modi  nirav   mehul final "
"1643","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1644","     Ye to to kal ke election results men hi pata chal jaayega  Public totally bore ho rahi ha "
"1645","   Huge victory for  Modi Government   Looter  losses case in  London India winning continously in extradition  First   C "
"1646","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1647","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1648","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1649","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1650","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1651","   Most of the tops resigned by  Personal reason   It s not  Modi fault  It s Personal fault    Please   Believe         friend "
"1652","   Most of the tops resigned by  Personal reason   It s not  Modi fault  It s Personal fault    Please   Believe         friend "
"1653","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1654","  Yes  Well said  We are also with  Modi ji We have read tales of some benelovent kings  "
"1655","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1656"," Now I m confirmed    building  YogiAdityanath as  BJP  s no 3 is not a big  Modi blunder    Thanks shekhu chacha             "
"1657","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1658","    I am anti BJP and i feel the same  There is sudden panic in the other camp wheras  Modi "
"1659","   Huge victory for  Modi Government   Looter  losses case in  London India winning continously in extradition  First   C "
"1660","In case  Modi has to bring Adhia as  RBI governor  imagine the sheer lack of talent that he has or thinks he has  a  "
"1661","   Most of the tops resigned by  Personal reason   It s not  Modi fault  It s Personal fault    Please   Believe         friend "
"1662","Most of the tops resigned by  Personal reason   It s not  Modi fault  It s Personal fault    Please   Believe        "
"1663","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1664","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1665","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1666","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1667","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1668","This is turning out to be a supremely uncomfortable month for all heads of countries starting with M   May   Macron  "
"1669","   With most of  Modi s lofty economic goals still unmet   India s young workforce is turning away from the  BJP  Instead of "
"1670","   Sensex down by 500 points  All this bogus phosphologist gave conflicting Exit Polls  It has affected market sentiments  People "
"1671","   Sensex down by 500 points  All this bogus phosphologist gave conflicting Exit Polls  It has affected market sentiments  People "
"1672","But it took 4 years for them to say that   If not for  modi we would not have got him  VijayMallaya "
"1673","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1674","   Welcome to vetican city of  India    Modi govt seems to be in slumber       "
"1675"," Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1676","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1677"," UrjitPatel resignation is not only concerning for citizens as per  RaghuramRajan  it also is another addition of f  "
"1678","   Congress worked for their family     But  ji is working for Indian pupils   Modi   ModiFor2019"
"1679","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1680","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1681","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1682","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1683","Congress worked for their family     But  ji is working for Indian pupils   Modi   ModiFor2019"
"1684","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1685","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1686","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1687","   Dear Rajasthan   Tomorrow  11 Dec we r going 2 face result of assembly elections  Though  ExitPolls say Congress will "
"1688","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"1689","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1690","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1691"," UrjitPatel  VijayMallya  CBI  StateElectionsIndia  ModiDestroyedRBI  Modi   today is just one of the epic day in p  "
"1692","   Dear Rajasthan   Tomorrow  11 Dec we r going 2 face result of assembly elections  Though  ExitPolls say Congress will "
"1693","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1694","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1695","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1696"," VijayMallya will be used by  modi as a Pickle for this upcoming elections                          don t be fooled "
"1697","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1698","Rahuli says  Modi is thief  BUT as if tracing  Who says no  freespeech in USSR  From  Kremlin s top U can scream ag  "
"1699","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1700","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1701","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1702","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1703","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1704","   A few years ago  before  LS2014 he  RSS  Yogi even called for Rape of muslim women and dead muslim women in graveyards  "
"1705","    And people doubted PM  Modi s war on corruption   VijayMallya should be given a chance to repay the debt n ba "
"1706","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1707","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1708","Do we hate  modi for things he is doing  Or  Because he is patriotic  Or He is agnist corruption  Why all other par  "
"1709","   PM  Modi had announced that he would provide Electricity for All   Now that the deadline is near  amp  no work has been done  "
"1710","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1711","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1712","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1713","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1714","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1715","Reaction of  CongressParty    Pic 1   When  Malya stole money               during  Modi s rule   Pic2   When  "
"1716"," India Central Bank  RBI  Governor Urjit Patel steps down after simmering feud with  Modi government on RBI indepen  "
"1717","   It s all coming apart   the false bravado  the fake strenght  that mirage of a tight ship   crumbling  RBIGovernor  Ur "
"1718","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1719","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"1720","    Today  TPCC and  TPYC carried out a  protest rally at  Agartala  demanding apologies from PM  Modi for his filthy rem "
"1721","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1722","   My   sath   is with  Modi ji    Rt if your sath is with  "
"1723","   Every Congress party supporter  every one who cares for a civilised political discourse  please tell everyone you know about "
"1724","   While the  Congress is gaining confidence   Modi and Shah would not have gone to the battle of the states without a strategy "
"1725","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1726","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1727","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1728","   Why India under  is a bright light in a dim  amp  volatile global economy    India s growth very solid  says  IMF C "
"1729","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1730","   While the  Congress is gaining confidence   Modi and Shah would not have gone to the battle of the states without a strategy "
"1731","  He has destroyed duplicitous family of vile Nehru for which nation shall always remain in  "
"1732","Criticizing  Modi  BJP and at the same tine wanting them to win every election is stupidity  Nifty50"
"1733","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1734","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1735","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1736","   While the  Congress is gaining confidence   Modi and Shah would not have gone to the battle of the states without a strategy "
"1737","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1738","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1739","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1740"," RBIGovernorQuits Sequence of Events   RaghuramRajan Resigns  Collusion of   amp  Paid Media cry foul   declar  "
"1741","Those who still supporting  Modi  Govt pls open ur eyes  India is in danger  amp  it also reflects on ur d  "
"1742","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1743","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1744","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1745","  RBIGovernorQuits Sequence of Events   RaghuramRajan Resigns  Collusion of   amp  Paid Media cry  "
"1746","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1747","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1748","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1749","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1750","Presently our country is standing very critical position because a mad    amp  dictator  PM is running d country   CBI   "
"1751","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1752","   According to the political philosopher  instability in politics is not good for the state  So let s continue with the "
"1753"," UrjitStepsDown what do D  BJP   Modi  wants to do with   RBIGovernor  RBI   Wants to sh  "
"1754","   While the  Congress is gaining confidence   Modi and Shah would not have gone to the battle of the states without a strategy "
"1755","   My   sath   is with  Modi ji    Rt if your sath is with  "
"1756"," RBIGovernorQuits Sequence of Events   RaghuramRajan Resigns  Collusion of Opposition  amp  Paid Media cry foul   decla  "
"1757"," Until  ChristianMichel extracted he was a key   Modi govt made easy to  VijayMallya for escaping till extrac  "
"1758","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1759","   While the  Congress is gaining confidence   Modi and Shah would not have gone to the battle of the states without a strategy "
"1760","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1761","   Finally  UrjitPatel gives up in the tussle between  RBI  amp  government  The warning sign has been given  We can fight an evi "
"1762","   Finally  UrjitPatel gives up in the tussle between  RBI  amp  government  The warning sign has been given  We can fight an evi "
"1763","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1764","   Finally  UrjitPatel gives up in the tussle between  RBI  amp  government  The warning sign has been given  We can fight an evi "
"1765","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1766","Read More   state  elections could halt  PrimeMinister  Modi s winning streak"
"1767","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1768","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1769","   But our opposition will not understand it s significance    Modi ne kya Kiya  They will ask "
"1770","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1771","While the  Congress is gaining confidence   Modi and Shah would not have gone to the battle of the states without a  "
"1772","   When  FakeDegree Leaders dictate  amp  irritate                         Educated Elites like  RBIGovernor  Rajan or  Patel give up  Where re  AndhBh "
"1773","    ji saying  Economy is healthy  But  Modi still begging 1lac for  BulletTrain from Japan  Now 50k  Crore from "
"1774","Elsewhere  Asian stocks fell  India s rupee weakened as exit polls showed Prime Minister Narendra  Modi s party was  "
"1775","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1776","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1777","Why  ModiGetsMallya why not  why all eyes on  only   There s to many  modi s are roaming  "
"1778","    UrjitPatel and  Congress When appointed  he was not qualified to be  RBIGovernor  Last week  they wanted him to resign  To "
"1779","   My   sath   is with  Modi ji    Rt if your sath is with  "
"1780","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1781","   After  CBI  amp   RBI heads now time for  MODI to leave    2019"
"1782","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1783","So what does he want   Modi should handover over flowing coffers on a platter to his masters in 2019 like in 2004  "
"1784","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1785","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1786","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1787","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1788","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1789","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1790","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1791","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1792","One anti  modi  anti  bjp  anti center politician who has congratulated or appreciated the  ModiGetsMallya verdict   "
"1793","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1794","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1795","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1796","    ScrollInterview    The BJP MPs want to voice grievances but are frightened into silence    "
"1797","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1798","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1799","     Not surprising  people already get the sense   on which way  wind is blowing   If  tomorrow   El "
"1800","   If  the 5 Assembly polls is it GoodBye  in 2019      BJP  BREAKING  BreakingNews  "
"1801","   Meeting of 1st ever JAI  Japan  America   India  trilateral  The rising  India earns respect from world powers   JAI w "
"1802","If  the 5 Assembly polls is it GoodBye  in 2019      BJP  BREAKING  "
"1803","Don t know how much truth is there in this but if Gupta is criticizing  Modi  amp   Yogiadityanath then one can safely  "
"1804","             "
"1805","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1806","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1807","  Not surprising  people already get the sense   on which way  wind is blowing   If  tomorrow   "
"1808","   Attacking the  Modi govt for destroying several institutions of the democracy  ignoring farmers and youth unrest and reducing "
"1809","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1810","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1811","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1812"," Isn t my statement true   don t have an iota of good will to give kudos to  "
"1813","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1814","Which one will become the headline tomorrow     1   UrjitPatel resigns under  Modi s pressure   2   VijayMalliya  r  "
"1815","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1816","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1817","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1818","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1819","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1820","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1821","   It s all coming apart   the false bravado  the fake strenght  that mirage of a tight ship   crumbling  RBIGovernor  Ur "
"1822","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"1823","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1824","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"1825","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1826"," Because  Modi said to his followers that santa will bring them prosperity if they vote for BJP  But it was all lies "
"1827","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"1828","   Gov   Patel resigns as head of the Reserve Bank of  India  P M   Modi wants to  do what President  Kirchner did in  Argent "
"1829","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1830","Rahul Gandhi maybe be  Alibaba  But Chowkidar hi Chor hai  BJP party of  ChaalisChors   Pehle baaghao phir pakdo     "
"1831","    India is now trading with Japan  Russia  Iran  UAE in Indian  rupee  India is also negotiating with China  Iraq  SK  "
"1832","PM  NarendraModi s attitude is my way or the highway   RBIGovernor  UrjitPatel was to resign a month ago  but the  "
"1833","  Ye to to kal ke election results men hi pata chal jaayega  Public totally bore ho ra  "
"1834"," a well wisher of  Modi ji  He must have voted for BJP     "
"1835","Breaking News    UrjitPatel may join  Modi government"
"1836","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"1837","Wen u want to win next general elections but the force within is not cooperating     UrjitPatel  UrjitPatelResigns  "
"1838"," imagine the  governer of the  usa  federalreserve  resigning  that does not even happen with  trump  The  "
"1839","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1840","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1841","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1842","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1843"," VijayMallya  Why PM  modi wants credit for extradition of a silly fugitive  Why  Because all other agencies are ma  "
"1844","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1845","   Attacking the  Modi govt for destroying several institutions of the democracy  ignoring farmers and youth unrest and reducing "
"1846","   After  CBI  amp   RBI heads now time for  MODI to leave    2019"
"1847","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1848","  modi sir I m 100 percentage sure  That in the election of chatisgadh u will definitely win with majo  "
"1849","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1850","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1851","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1852"," ModiGetsMallya  IndiaGetsMallya  MallyaVerdict Opposition still sulking  Earlier because they could blame Modi gov  "
"1853","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1854","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1855","  What is the big deal  when  and  Modi Govt allowed him  in the first  "
"1856","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1857","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1858","   Ur BIASED reporter and BIKAU journalist   Go and lick feet of  SambitPatra and  Modi shame on you  "
"1859"," Modi  Sauron has achieved further progress in returning  SouthAsia to the  StoneAge    VedicAge  after  Gobarnance  "
"1860","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1861","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1862","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1863","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1864","    India could  never  beat us in  class  QuaideAzam  gandhi  bajwa  pupin  ImranKhan  ModiGetsMallya  modi  bilawalbhut "
"1865","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1866"," India could  never  beat us in  class  QuaideAzam  gandhi  bajwa  pupin  ImranKhan  ModiGetsMallya  modi  "
"1867","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"1868","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1869","After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by for  "
"1870","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1871","   Nehru  Indira Gandhi Rajiv Gandhi  Did not have this to their credit  Now  Modi has it  Congrats  First time in 70 years G "
"1872","    Modi s repugnant  crude and cheap remarks against Mrs Sonia Gandhi is hardly surprising  He once called her a Jersey cow  H "
"1873","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1874","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1875","In a top Govt Job  Been ridiculed by media   RESIGN NOW     And you will be  HERO of the  MEDIA   all Prime 9 PM Sl  "
"1876","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1877","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1878","Has your cow come home  Alagh   he resigned because  modi is an arse     "
"1879","   ModiGetsMallya  UK Court  CBI  CBIvsCBI  cbicase  cbi2018  ModiDestroysRBI  Modi  NarendraModi"
"1880","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"1881","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1882","   Seems  the  Modi coterie is ready to drop the  Vote Bank   which continued to give  oxygen  when  BJP was down "
"1883","did a LOT  RaghuramRajan as governor  rbi in brief stint and saying this w o  economics phd  real Q  or symptomatic  "
"1884","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"1885","  did a LOT  RaghuramRajan as governor  rbi in brief stint and saying this w o  economics  "
"1886","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"1887","    is actually B S  Gurumurthy Full of BS   Claimed chips in new 2k notes post demon   modi govt loves appointing "
"1888","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"1889","   The  Modi government is proving itself each day to be one that cannot attract  or keep  much less inspire  talent   UrjitP "
"1890","   After  CBI  amp   RBI heads now time for  MODI to leave    2019"
"1891","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
